Name,Age,Department,Salary,Performance_Score,Years_At_Company
Mona,32.0,IT,84740,95.0,9
Zara,27.0,Sales,110202,96.0,1
Zara,34.0,IT,100632,70.0,4
Sara,24.0,HR,43950,100.0,5
Fahad,29.0,Marketing,94642,72.0,9
Hassan,33.0,Finance,81169,87.0,0
Ali,14.0,Marketing,102209,74.0,1
Ali,31.0,IT,97278,72.0,13
Mona,31.0,Finance,68488,92.0,9
Fahad,24.0,Sales,66277,67.0,14
Lina,32.0,Marketing,75041,91.0,3
Lina,31.0,Finance,33534,96.0,1
Omar,30.0,Finance,110221,63.0,10
Hassan,36.0,Finance,100672,77.0,5
Hassan,34.0,HR,101121,82.0,13
Zara,33.0,Marketing,104090,88.0,3
Noor,,Finance,86310,61.0,10
Mona,30.0,Marketing,31634,72.0,2
Ali,36.0,Finance,46908,75.0,5
Mona,29.0,Sales,51310,67.0,8
Lina,38.0,Sales,110653,78.0,7
Lina,33.0,Sales,97258,91.0,1
Sara,39.0,IT,104147,62.0,2
Omar,25.0,Finance,86081,91.0,1
Hassan,,IT,91572,100.0,9
Khalid,30.0,Marketing,99400,80.0,6
Mona,33.0,IT,96603,84.0,8
Lina,26.0,Marketing,102807,76.0,0
Noor,22.0,Marketing,107364,84.0,10
Zara,32.0,Marketing,61131,92.0,2
Ali,28.0,IT,50386,90.0,5
Omar,28.0,Finance,79781,95.0,14
Noor,27.0,IT,91760,82.0,14
Omar,31.0,Finance,97370,84.0,3
Sara,25.0,Finance,84470,89.0,9
Khalid,29.0,Marketing,83283,72.0,13
Lina,26.0,IT,32353,88.0,9
Zara,27.0,Finance,43878,75.0,0
Noor,32.0,Sales,106668,97.0,8
Omar,33.0,Finance,38203,86.0,6
Hassan,,Sales,40322,85.0,13
Sara,35.0,IT,106831,70.0,10
Hassan,25.0,IT,88775,96.0,11
Zara,22.0,IT,65925,62.0,6
Noor,23.0,Finance,52247,85.0,11
Sara,25.0,HR,47340,93.0,0
Noor,23.0,Finance,115778,92.0,8
Lina,40.0,Finance,52522,74.0,11
Fahad,22.0,Marketing,74594,61.0,11
Sara,35.0,Marketing,107631,87.0,7
Hassan,30.0,Finance,76335,79.0,10
Zara,,Sales,118961,97.0,11
Khalid,25.0,Marketing,64723,75.0,9
Lina,32.0,Finance,105740,63.0,11
Fahad,25.0,HR,34991,67.0,4
Khalid,35.0,Sales,66833,79.0,3
Ali,,IT,46067,85.0,0
Lina,,Finance,43763,91.0,8
Zara,30.0,Finance,81955,72.0,14
Omar,32.0,Sales,74863,64.0,7
Sara,32.0,Marketing,47408,72.0,12
Noor,,Marketing,55176,100.0,1
Zara,35.0,Marketing,65097,70.0,3
Sara,30.0,IT,81850,96.0,3
Khalid,28.0,Sales,83846,91.0,12
Noor,34.0,Sales,65794,77.0,6
Mona,29.0,Marketing,93324,88.0,2
Hassan,31.0,Marketing,119767,74.0,7
Ali,33.0,HR,88486,79.0,10
Lina,35.0,HR,31011,95.0,6
Zara,31.0,Finance,53427,64.0,9
Ali,27.0,Finance,68392,99.0,11
Omar,,Sales,88990,96.0,11
Sara,38.0,Sales,80852,,3
Sara,25.0,IT,45229,77.0,14
Zara,25.0,IT,108780,78.0,8
Fahad,26.0,HR,112138,91.0,5
Fahad,34.0,Finance,119998,81.0,2
Mona,39.0,HR,55302,,6
Hassan,27.0,HR,53536,60.0,5
Noor,31.0,Finance,117746,84.0,7
Omar,26.0,IT,35585,79.0,4
Ali,39.0,Finance,79130,94.0,5
Fahad,34.0,Marketing,91957,65.0,0
Mona,26.0,Marketing,87210,65.0,7
Mona,19.0,Marketing,112731,96.0,0
Zara,35.0,Sales,110373,62.0,2
Omar,27.0,IT,35456,96.0,11
Khalid,34.0,IT,83861,90.0,1
Noor,31.0,Sales,67289,94.0,5
Hassan,21.0,HR,39775,74.0,7
Lina,26.0,Marketing,94881,76.0,7
Zara,28.0,Marketing,44099,74.0,6
Noor,27.0,HR,71842,64.0,6
Lina,31.0,Finance,87163,81.0,7
Lina,,Finance,112351,70.0,4
Omar,39.0,IT,107762,87.0,2
Omar,32.0,Sales,104675,73.0,1
Ali,37.0,IT,74867,,2
Mona,28.0,Finance,39859,62.0,10
Noor,36.0,HR,85700,70.0,10
Zara,,IT,32539,89.0,2
Sara,25.0,Marketing,108735,97.0,11
Zara,25.0,Marketing,63158,64.0,6
Ali,17.0,HR,95618,81.0,0
Hassan,34.0,Finance,80154,72.0,14
Mona,24.0,Marketing,87824,80.0,6
Sara,37.0,Marketing,42281,96.0,5
Fahad,29.0,Sales,45120,84.0,10
Hassan,22.0,IT,39946,80.0,9
Omar,24.0,Finance,106427,87.0,13
Lina,31.0,IT,115176,100.0,1
Fahad,21.0,Finance,56111,63.0,9
Zara,33.0,Marketing,82396,88.0,0
Zara,22.0,Sales,63290,94.0,8
Omar,26.0,IT,64462,82.0,1
Ali,31.0,Marketing,114172,66.0,3
Noor,32.0,Finance,34837,68.0,8
Fahad,34.0,IT,41801,82.0,8
Fahad,23.0,IT,53710,62.0,11
Khalid,28.0,Marketing,70916,68.0,10
Hassan,35.0,IT,43065,63.0,0
Mona,28.0,Sales,92546,84.0,13
Hassan,31.0,Sales,75474,65.0,1
Noor,31.0,Marketing,66388,77.0,1
Zara,37.0,Finance,106167,66.0,11
Zara,28.0,Marketing,104667,94.0,1
Zara,23.0,Sales,109843,90.0,14
Khalid,,HR,33709,97.0,7
Zara,,HR,78754,91.0,12
Noor,22.0,IT,116257,94.0,7
Omar,,IT,35094,87.0,9
Mona,30.0,HR,39415,64.0,11
Noor,26.0,Sales,78846,89.0,7
Mona,32.0,IT,109066,81.0,11
Noor,34.0,Marketing,37472,76.0,3
Zara,32.0,Marketing,93730,69.0,14
Omar,22.0,Sales,66131,66.0,7
Fahad,30.0,IT,114943,63.0,13
Hassan,31.0,Marketing,113737,86.0,12
Lina,28.0,IT,57948,66.0,6
Omar,32.0,IT,76908,82.0,7
Fahad,31.0,Marketing,79835,70.0,0
Ali,30.0,HR,53115,67.0,2
Noor,25.0,Marketing,57961,67.0,9
Ali,30.0,Sales,77083,96.0,5
Fahad,39.0,Finance,89417,64.0,0
Omar,28.0,Marketing,82062,66.0,3
Noor,35.0,IT,77182,81.0,8
Lina,,IT,32017,95.0,6
Zara,26.0,Marketing,34223,61.0,0
Noor,29.0,Finance,91852,,12
Noor,30.0,Marketing,80509,61.0,11
Omar,33.0,Finance,53075,,5
Omar,42.0,Finance,36531,85.0,5
Fahad,30.0,Sales,34666,97.0,11
Sara,24.0,IT,119317,65.0,1
Noor,22.0,IT,74023,82.0,5
Hassan,28.0,Finance,65236,61.0,13
Noor,24.0,IT,70059,85.0,9
Fahad,33.0,HR,70023,73.0,1
Mona,33.0,Finance,34236,77.0,7
Ali,29.0,IT,97475,97.0,6
Zara,33.0,HR,66624,91.0,13
Sara,30.0,Sales,62818,73.0,5
Lina,39.0,IT,111462,89.0,13
Lina,33.0,HR,60100,72.0,9
Lina,34.0,Marketing,96896,99.0,5
Omar,23.0,Marketing,74696,90.0,8
Lina,24.0,HR,107530,96.0,8
Zara,32.0,Finance,54941,97.0,9
Ali,,Finance,89347,81.0,9
Lina,27.0,IT,106629,87.0,1
Noor,36.0,Marketing,63025,78.0,2
Noor,27.0,Finance,41651,75.0,9
Omar,24.0,Finance,113254,64.0,6
Zara,33.0,Marketing,79823,61.0,10
Ali,40.0,Sales,78122,69.0,9
Sara,26.0,Finance,43589,78.0,11
Fahad,36.0,HR,69768,79.0,12
Ali,25.0,IT,94986,88.0,13
Fahad,29.0,Finance,115558,84.0,13
Mona,30.0,Finance,30234,76.0,8
Fahad,26.0,Sales,102370,72.0,11
Hassan,34.0,HR,45055,75.0,12
Noor,22.0,IT,98743,94.0,13
Zara,31.0,Finance,32400,95.0,5
Khalid,35.0,IT,105145,98.0,10
Omar,34.0,Marketing,117009,62.0,0
Hassan,32.0,Finance,119471,68.0,10
Fahad,38.0,Finance,84157,99.0,14
Lina,29.0,Marketing,119410,88.0,6
Zara,22.0,Sales,90598,64.0,10
Hassan,31.0,Finance,55015,62.0,0
Omar,29.0,IT,109720,69.0,4
Noor,19.0,HR,96186,90.0,8
Zara,24.0,IT,94430,70.0,9
Omar,,Sales,79185,76.0,10
Mona,26.0,HR,92306,99.0,9
Mona,28.0,IT,49416,100.0,8
Omar,,IT,108655,67.0,0
Hassan,26.0,Marketing,103180,61.0,5
Zara,24.0,Sales,80262,63.0,14
Hassan,32.0,Marketing,104189,75.0,12
Sara,31.0,HR,109952,100.0,2
Fahad,31.0,Marketing,83662,100.0,14
Sara,39.0,Sales,97410,80.0,11
Mona,31.0,Finance,82191,64.0,8
Noor,28.0,Finance,105965,94.0,13
Ali,29.0,HR,42213,73.0,11
Fahad,30.0,Finance,78987,74.0,2
Mona,33.0,Marketing,113176,65.0,1
Hassan,30.0,HR,89783,75.0,7
Hassan,20.0,Sales,91353,82.0,2
Hassan,28.0,HR,45802,90.0,14
Noor,30.0,HR,111658,71.0,4
Sara,37.0,IT,90646,100.0,11
Ali,26.0,IT,117189,78.0,5
Hassan,,HR,73671,71.0,14
Khalid,30.0,Finance,119637,72.0,11
Fahad,34.0,IT,96945,61.0,9
Zara,28.0,Sales,73388,79.0,14
Khalid,42.0,Marketing,64600,90.0,13
Ali,41.0,IT,113944,68.0,9
Noor,30.0,HR,90690,80.0,0
Ali,31.0,Finance,35736,67.0,6
Zara,37.0,Marketing,100529,98.0,10
Fahad,30.0,IT,73871,96.0,6
Zara,,Finance,77165,88.0,14
Omar,34.0,Finance,86786,78.0,4
Fahad,32.0,Finance,61247,94.0,8
Ali,26.0,HR,58821,97.0,10
Hassan,31.0,Sales,33213,85.0,1
Ali,29.0,Finance,59495,70.0,4
Ali,28.0,Marketing,101744,95.0,1
Fahad,26.0,IT,39644,94.0,13
Omar,31.0,Marketing,36453,63.0,1
Ali,29.0,HR,106629,62.0,11
Khalid,31.0,HR,41263,71.0,10
Mona,34.0,Marketing,86480,91.0,8
Lina,31.0,Sales,95841,85.0,6
Lina,31.0,HR,62021,72.0,3
Ali,27.0,HR,47958,97.0,13
Khalid,36.0,Marketing,96408,88.0,10
Hassan,26.0,HR,71128,78.0,13
Noor,22.0,Sales,117498,94.0,7
Noor,25.0,Sales,72563,100.0,10
Fahad,35.0,Sales,47414,86.0,10
Lina,32.0,IT,105462,90.0,12
Ali,37.0,Sales,85883,62.0,3
Noor,23.0,Sales,67210,94.0,0
Ali,42.0,IT,45290,83.0,11
Fahad,29.0,Finance,33667,66.0,13
Lina,21.0,HR,47660,94.0,9
Zara,41.0,Sales,102089,80.0,13
Mona,23.0,HR,112462,60.0,2
Mona,28.0,Marketing,87698,65.0,9
Noor,29.0,HR,34808,98.0,11
Mona,32.0,IT,70499,93.0,0
Zara,26.0,HR,58015,77.0,1
Ali,35.0,HR,63351,84.0,1
Fahad,34.0,HR,79662,74.0,6
Zara,30.0,Finance,104674,91.0,12
Fahad,37.0,Finance,66241,77.0,3
Fahad,30.0,Marketing,31198,90.0,9
Lina,29.0,IT,42113,88.0,11
Ali,40.0,HR,68639,74.0,8
Khalid,31.0,HR,94036,82.0,1
Mona,25.0,HR,115223,97.0,8
Khalid,26.0,HR,97983,100.0,5
Lina,30.0,Finance,104944,70.0,9
Fahad,18.0,Marketing,47674,74.0,7
Noor,27.0,Sales,42413,,6
Mona,29.0,IT,84986,62.0,10
Mona,29.0,HR,77937,78.0,12
Ali,24.0,Marketing,103085,60.0,7
Omar,28.0,Sales,53071,83.0,12
Sara,36.0,Marketing,104229,70.0,12
Sara,35.0,Finance,73831,89.0,8
Sara,30.0,Sales,112306,70.0,11
Omar,30.0,Marketing,71371,98.0,14
Ali,29.0,Finance,97542,60.0,12
Omar,31.0,Marketing,35213,,7
Sara,31.0,Marketing,93815,63.0,5
Lina,32.0,Sales,81299,84.0,7
Zara,33.0,Finance,66636,67.0,7
Fahad,24.0,HR,93948,74.0,1
Omar,28.0,IT,105066,89.0,1
Ali,,Sales,77128,99.0,10
Ali,25.0,Finance,102173,91.0,0
Khalid,27.0,Marketing,79504,94.0,9
Zara,29.0,Finance,100500,80.0,1
Noor,29.0,IT,82340,90.0,6
Mona,31.0,IT,64070,95.0,10
Sara,26.0,HR,103285,86.0,2
Noor,35.0,HR,96382,67.0,3
Khalid,29.0,IT,108926,82.0,3
Sara,31.0,Sales,109271,82.0,3
Zara,28.0,Sales,119441,92.0,1
Khalid,31.0,Marketing,44876,72.0,10
Sara,,HR,109503,98.0,5
Zara,28.0,Marketing,81676,94.0,0
Hassan,27.0,HR,48262,75.0,11
Noor,26.0,IT,115550,71.0,13
Noor,30.0,Sales,54054,90.0,4
Mona,30.0,Sales,53051,64.0,1
Zara,30.0,IT,58385,99.0,8
Omar,32.0,Marketing,65587,84.0,1
Hassan,32.0,Marketing,85131,80.0,5
Lina,30.0,Finance,57653,62.0,3
Sara,40.0,HR,74790,69.0,13
Hassan,33.0,Marketing,72018,82.0,5
Zara,25.0,IT,90992,76.0,14
Fahad,22.0,Marketing,84840,94.0,1
Sara,27.0,Sales,115184,84.0,11
Ali,31.0,HR,117943,,1
Noor,26.0,Finance,74561,86.0,11
Zara,27.0,HR,112594,68.0,6
Ali,30.0,Sales,40070,63.0,2
Mona,,Sales,69025,85.0,2
Khalid,20.0,Sales,63779,91.0,14
Lina,35.0,Sales,46616,88.0,14
Lina,34.0,IT,30797,81.0,6
Ali,24.0,Finance,69889,72.0,7
Noor,30.0,Sales,94390,82.0,6
Mona,24.0,Sales,43594,90.0,2
Fahad,27.0,Marketing,77754,100.0,2
Noor,32.0,Finance,83639,95.0,6
Hassan,34.0,HR,103226,99.0,2
Lina,34.0,Finance,42669,90.0,12
Hassan,31.0,Finance,114509,74.0,1
Sara,36.0,Finance,51085,73.0,13
Omar,27.0,Sales,58787,94.0,6
Zara,,Sales,54051,83.0,2
Mona,17.0,IT,85566,89.0,4
Noor,30.0,HR,80615,89.0,6
Lina,33.0,Marketing,107090,86.0,12
Hassan,31.0,Finance,82262,99.0,1
Khalid,27.0,HR,67639,73.0,7
Sara,34.0,HR,108890,70.0,1
Zara,30.0,IT,35289,85.0,3
Zara,34.0,Marketing,54744,80.0,3
Noor,32.0,Finance,47945,68.0,7
Mona,37.0,Marketing,119779,60.0,10
Fahad,32.0,IT,86964,65.0,0
Khalid,33.0,Sales,54227,60.0,11
Noor,30.0,HR,112494,81.0,8
Hassan,27.0,Finance,39934,72.0,5
Omar,32.0,Sales,75530,97.0,3
Ali,38.0,IT,83168,100.0,5
Fahad,27.0,Marketing,106086,99.0,12
Mona,29.0,HR,95095,90.0,12
Sara,30.0,Finance,99560,74.0,5
Fahad,33.0,Sales,61772,61.0,12
Lina,32.0,Sales,38722,90.0,13
Mona,35.0,HR,80142,,8
Omar,40.0,Marketing,97656,61.0,10
Lina,,IT,116884,70.0,13
Fahad,33.0,Marketing,35877,92.0,11
Ali,32.0,Marketing,48904,77.0,3
Ali,30.0,Marketing,116328,,7
Omar,33.0,HR,112871,90.0,0
Zara,29.0,HR,110195,85.0,5
Khalid,32.0,IT,59684,89.0,4
Sara,,Marketing,96500,98.0,2
Zara,27.0,HR,64902,80.0,3
Ali,35.0,IT,83606,75.0,7
Ali,35.0,IT,65571,66.0,10
Hassan,31.0,Marketing,99447,81.0,10
Lina,28.0,Finance,106752,66.0,9
Fahad,34.0,Marketing,96944,61.0,10
Sara,36.0,Finance,117157,96.0,13
Omar,28.0,IT,116513,73.0,14
Fahad,23.0,HR,108731,67.0,1
Hassan,32.0,Sales,73938,88.0,7
Ali,35.0,IT,87203,66.0,6
Omar,33.0,HR,87805,,0
Ali,38.0,IT,102649,81.0,12
Sara,38.0,Marketing,70910,76.0,1
Lina,28.0,Finance,52761,75.0,6
Fahad,31.0,IT,54992,92.0,10
Fahad,28.0,HR,109314,98.0,12
Zara,25.0,Marketing,117521,94.0,10
Omar,25.0,Sales,85448,97.0,2
Khalid,34.0,Marketing,99903,91.0,1
Hassan,32.0,Finance,75447,62.0,0
Khalid,34.0,Marketing,40786,62.0,6
Zara,,Sales,72706,67.0,2
Sara,32.0,HR,106587,90.0,5
Hassan,26.0,IT,45611,68.0,9
Lina,35.0,Finance,34490,64.0,7
Khalid,26.0,Sales,80004,87.0,5
Lina,39.0,Finance,90634,74.0,13
Khalid,20.0,Marketing,36377,86.0,6
Lina,27.0,Finance,39903,90.0,10
Khalid,33.0,Sales,44567,99.0,14
Lina,36.0,IT,118421,77.0,5
Zara,27.0,IT,78556,97.0,6
Mona,26.0,Finance,56606,63.0,4
Hassan,31.0,HR,112976,80.0,8
Omar,40.0,Finance,32260,82.0,2
Sara,22.0,Marketing,60267,81.0,5
Noor,28.0,IT,88369,60.0,8
Ali,31.0,IT,80060,84.0,14
Omar,26.0,IT,46833,100.0,0
Ali,26.0,HR,33498,87.0,4
Hassan,29.0,HR,95310,96.0,12
Omar,31.0,Sales,76729,70.0,3
Lina,29.0,Finance,40518,81.0,8
Lina,37.0,Finance,108037,84.0,10
Noor,33.0,Marketing,52254,80.0,12
Ali,32.0,IT,111438,95.0,10
Sara,35.0,HR,55545,79.0,0
Hassan,32.0,Marketing,33345,75.0,12
Lina,28.0,Marketing,110906,87.0,3
Mona,29.0,HR,86366,88.0,0
Zara,24.0,Finance,76721,85.0,2
Zara,40.0,IT,89829,99.0,3
Khalid,35.0,Finance,39642,61.0,0
Sara,17.0,Marketing,113375,69.0,4
Zara,37.0,IT,119217,72.0,5
Khalid,23.0,Sales,94533,74.0,0
Ali,33.0,Marketing,102571,68.0,9
Lina,19.0,Finance,83382,86.0,10
Lina,,Finance,63299,67.0,12
Mona,37.0,Finance,65035,65.0,12
Omar,37.0,HR,53583,95.0,9
Zara,32.0,Marketing,52105,83.0,13
Ali,34.0,IT,111666,62.0,11
Fahad,23.0,Finance,43736,85.0,12
Zara,33.0,Finance,72281,95.0,14
Sara,34.0,HR,109351,80.0,11
Omar,43.0,IT,119932,72.0,3
Zara,27.0,Marketing,54312,70.0,3
Ali,30.0,Sales,107780,67.0,13
Zara,30.0,HR,72668,73.0,0
Sara,33.0,Marketing,85652,,1
Fahad,34.0,Sales,41718,61.0,10
Hassan,35.0,Finance,112320,60.0,9
Noor,35.0,Finance,73997,70.0,4
Fahad,23.0,IT,61428,65.0,1
Khalid,17.0,Sales,88822,91.0,2
Zara,27.0,Finance,56490,74.0,8
Lina,30.0,Finance,80209,71.0,4
Mona,27.0,IT,77351,96.0,0
Lina,28.0,Marketing,71001,88.0,4
Fahad,28.0,Finance,75856,81.0,2
Lina,33.0,HR,46410,73.0,0
Ali,25.0,HR,82685,78.0,2
Lina,30.0,Marketing,65386,64.0,10
Omar,30.0,Sales,104898,94.0,5
Hassan,33.0,IT,119547,84.0,9
Zara,36.0,HR,102578,97.0,4
Lina,38.0,HR,55286,68.0,11
Sara,26.0,Marketing,41391,66.0,11
Hassan,20.0,Sales,56999,77.0,0
Hassan,29.0,Sales,32018,61.0,10
Lina,22.0,Marketing,42952,69.0,1
Hassan,44.0,HR,111776,61.0,4
Mona,26.0,IT,116798,67.0,8
Lina,33.0,HR,49282,66.0,10
Ali,35.0,Sales,117995,94.0,13
Fahad,32.0,HR,84354,82.0,11
Omar,40.0,IT,47942,67.0,11
Noor,29.0,Finance,90938,80.0,12
Khalid,26.0,HR,31722,92.0,4
Hassan,26.0,Marketing,66820,60.0,4
Ali,34.0,Finance,97187,71.0,0
Zara,29.0,Marketing,117142,,4
Zara,26.0,Marketing,64546,89.0,7
Khalid,32.0,Marketing,95030,63.0,8
Omar,34.0,HR,96219,93.0,9
Hassan,31.0,Sales,48394,82.0,2
Mona,34.0,Finance,88559,91.0,3
Khalid,30.0,IT,76705,62.0,6
Omar,27.0,Sales,114502,87.0,6
Hassan,34.0,HR,56469,63.0,0
Ali,26.0,Marketing,104041,71.0,10
Fahad,24.0,IT,91338,83.0,5
Mona,36.0,Finance,35492,92.0,12
Noor,28.0,Sales,46827,62.0,11
Zara,38.0,Sales,57492,63.0,13
Sara,34.0,IT,98802,89.0,8
Ali,28.0,HR,101445,65.0,4
Zara,32.0,Finance,42869,89.0,7
Lina,43.0,IT,69782,67.0,10
Sara,34.0,Marketing,51863,77.0,9
Zara,33.0,Finance,91987,75.0,10
Omar,27.0,Sales,74055,65.0,8
Mona,39.0,IT,103355,83.0,9
Zara,37.0,Sales,59136,87.0,9
Noor,27.0,Sales,44837,91.0,12
Fahad,39.0,Sales,105592,84.0,2
Omar,31.0,HR,30715,87.0,0
Ali,26.0,Sales,47275,80.0,13
Ali,27.0,Marketing,50191,67.0,13
Ali,34.0,Marketing,112420,95.0,1
Ali,26.0,Finance,90126,68.0,4
Fahad,24.0,Sales,81792,99.0,13
Zara,28.0,Sales,38894,80.0,9
Hassan,,IT,114253,60.0,6
Zara,27.0,HR,114114,63.0,10
Lina,28.0,Finance,53321,69.0,5
Mona,35.0,Sales,54959,85.0,3
Sara,31.0,IT,40515,99.0,14
Hassan,27.0,HR,104613,62.0,8
Hassan,28.0,Finance,95196,68.0,14
Zara,29.0,Finance,51443,91.0,11
Hassan,30.0,Sales,83550,62.0,10
Khalid,30.0,Finance,105979,,3
Khalid,34.0,IT,67208,65.0,2
Lina,31.0,Finance,31783,68.0,10
Sara,31.0,Marketing,108649,85.0,4
Noor,37.0,IT,100921,61.0,14
Fahad,39.0,HR,36982,61.0,3
Zara,24.0,HR,108943,80.0,1
Fahad,22.0,Sales,45316,81.0,2
Noor,28.0,Sales,97966,62.0,6
Zara,34.0,Marketing,32936,94.0,11
Zara,32.0,HR,107400,97.0,1
Sara,35.0,HR,104843,92.0,0
Fahad,28.0,HR,36709,74.0,1
Khalid,20.0,HR,50707,70.0,11
Ali,23.0,Finance,69384,69.0,7
Fahad,33.0,IT,65187,95.0,7
Mona,35.0,IT,96935,73.0,11
Mona,20.0,Marketing,72536,61.0,9
Zara,37.0,Finance,54188,96.0,1
Ali,32.0,HR,44245,88.0,5
Omar,30.0,HR,118907,94.0,10
Noor,27.0,Sales,62286,79.0,11
Lina,38.0,Sales,117229,80.0,10
Ali,34.0,Marketing,64303,93.0,10
Lina,32.0,HR,116673,,6
Fahad,26.0,Marketing,71049,78.0,0
Fahad,38.0,Finance,110901,67.0,6
Lina,30.0,IT,86200,90.0,11
Noor,31.0,HR,108986,70.0,10
Ali,30.0,Finance,99726,67.0,7
Omar,26.0,HR,72861,,8
Zara,32.0,Sales,73639,,13
Sara,33.0,Marketing,53937,97.0,7
Fahad,28.0,Sales,89514,66.0,2
Mona,31.0,IT,102988,72.0,7
Noor,30.0,Sales,33960,98.0,2
Sara,35.0,HR,69602,69.0,5
Omar,29.0,Sales,40564,67.0,3
Hassan,31.0,HR,95533,79.0,6
Zara,32.0,IT,77510,76.0,7
Fahad,28.0,Sales,35091,70.0,9
Zara,26.0,Marketing,92335,75.0,5
Sara,27.0,Marketing,60519,96.0,9
Zara,32.0,Marketing,33710,91.0,3
Hassan,29.0,Sales,93564,85.0,7
Sara,29.0,Sales,89977,96.0,6
Fahad,33.0,Sales,94975,68.0,9
Ali,35.0,HR,87614,94.0,14
Mona,36.0,IT,37988,62.0,7
Sara,27.0,Marketing,65754,90.0,12
Khalid,35.0,HR,53074,66.0,9
Hassan,40.0,Marketing,51198,61.0,6
Sara,31.0,HR,106045,84.0,13
Sara,30.0,Sales,55180,99.0,2
Khalid,29.0,Marketing,78068,71.0,2
Fahad,25.0,Sales,46560,89.0,8
Sara,34.0,Marketing,72674,89.0,13
Mona,30.0,Finance,95152,88.0,6
Zara,29.0,HR,68938,100.0,11
Fahad,33.0,Finance,65391,,0
Mona,34.0,HR,58731,82.0,2
Fahad,27.0,IT,114698,76.0,10
Mona,27.0,Marketing,55236,72.0,0
Hassan,27.0,IT,67133,92.0,5
Mona,41.0,IT,106915,60.0,12
Lina,37.0,HR,34340,99.0,1
Mona,34.0,Finance,100291,72.0,6
Ali,28.0,Sales,78731,97.0,7
Ali,29.0,HR,87428,62.0,14
Noor,32.0,Sales,82822,75.0,12
Lina,41.0,IT,71866,66.0,12
Lina,31.0,Sales,115441,62.0,12
Zara,33.0,Finance,113795,73.0,14
Lina,17.0,HR,71813,75.0,5
Zara,31.0,Finance,96042,63.0,4
Noor,23.0,Finance,104135,90.0,9
Noor,28.0,HR,117310,72.0,3
Hassan,30.0,Finance,38715,86.0,8
Ali,28.0,Marketing,117533,60.0,7
Mona,27.0,Marketing,85902,84.0,4
Mona,27.0,Marketing,44783,96.0,12
Khalid,29.0,Sales,119012,70.0,0
Khalid,29.0,Finance,97933,68.0,7
Omar,30.0,HR,70680,66.0,7
Fahad,30.0,HR,89179,73.0,6
Hassan,36.0,Sales,69970,89.0,6
Omar,20.0,HR,103236,83.0,7
Omar,31.0,Marketing,34718,62.0,0
Sara,30.0,Finance,57111,98.0,14
Sara,29.0,HR,68718,86.0,14
Omar,26.0,HR,105769,,11
Lina,29.0,IT,109707,97.0,2
Fahad,22.0,IT,40726,85.0,3
Hassan,31.0,IT,47139,65.0,10
Omar,32.0,Finance,95681,71.0,5
Mona,26.0,Marketing,74782,97.0,9
Fahad,40.0,Marketing,49958,94.0,14
Sara,29.0,Marketing,51307,69.0,11
Mona,30.0,Finance,99134,68.0,9
Sara,37.0,Finance,43583,82.0,8
Sara,,IT,47013,89.0,3
Fahad,24.0,HR,77984,81.0,5
Sara,27.0,Sales,74874,68.0,8
Noor,29.0,Sales,70197,78.0,13
Ali,26.0,HR,39096,67.0,13
Noor,34.0,IT,101091,63.0,12
Ali,26.0,HR,103533,64.0,8
Khalid,36.0,HR,106345,78.0,14
Khalid,33.0,Sales,55618,77.0,5
Sara,36.0,IT,39868,88.0,4
Hassan,26.0,Finance,51882,78.0,2
Hassan,28.0,Sales,50639,65.0,4
Ali,34.0,Finance,66963,64.0,14
Mona,34.0,IT,90464,64.0,2
Fahad,29.0,HR,59470,67.0,4
Sara,29.0,Marketing,100714,86.0,12
Fahad,28.0,Marketing,93670,96.0,9
Noor,29.0,IT,106434,97.0,9
Hassan,25.0,Marketing,101102,96.0,14
Lina,24.0,Finance,50353,77.0,0
Noor,35.0,Marketing,68188,85.0,5
Noor,29.0,IT,63375,75.0,6
Ali,36.0,IT,101210,81.0,1
Zara,33.0,Finance,52272,82.0,2
Noor,32.0,Marketing,51716,62.0,9
Sara,26.0,Marketing,119276,62.0,8
Omar,24.0,HR,118706,71.0,7
Omar,28.0,Sales,65162,82.0,3
Sara,38.0,IT,106587,70.0,10
Zara,34.0,HR,103606,88.0,11
Zara,27.0,IT,59472,65.0,7
Ali,28.0,HR,88504,75.0,10
Hassan,25.0,Sales,85441,93.0,7
Fahad,,HR,91401,96.0,13
Zara,31.0,IT,88835,70.0,5
Lina,39.0,Marketing,86936,70.0,13
Ali,39.0,IT,116518,84.0,0
Khalid,33.0,Finance,61518,78.0,1
Mona,27.0,Finance,114935,91.0,3
Khalid,23.0,Finance,84462,67.0,3
Ali,35.0,Finance,57313,71.0,1
Noor,32.0,Sales,46110,100.0,8
Fahad,28.0,Marketing,64816,94.0,1
Mona,28.0,Marketing,91549,65.0,12
Khalid,33.0,IT,117889,,12
Mona,26.0,HR,58530,85.0,5
Lina,31.0,IT,30893,60.0,4
Lina,24.0,IT,56885,76.0,3
Lina,41.0,IT,74560,94.0,5
Ali,27.0,IT,43613,86.0,3
Fahad,33.0,Marketing,109852,61.0,8
Ali,24.0,HR,36087,95.0,10
Omar,29.0,IT,65701,60.0,9
Noor,34.0,Marketing,48665,69.0,14
Noor,36.0,IT,59622,90.0,6
Lina,34.0,Finance,112403,96.0,14
Omar,29.0,IT,71989,64.0,2
Zara,27.0,IT,74741,100.0,11
Zara,25.0,Sales,108700,72.0,9
Lina,38.0,Finance,50163,83.0,3
